Date,Close
02-22-2015 22:00:00,1.13345
02-23-2015 22:00:00,1.13404
02-24-2015 22:00:00,1.13605
02-25-2015 22:00:00,1.11981
02-26-2015 22:00:00,1.11954
03-01-2015 22:00:00,1.11831
03-02-2015 22:00:00,1.11754
03-03-2015 22:00:00,1.10793
03-04-2015 22:00:00,1.10275
03-05-2015 22:00:00,1.08421
03-07-2015 22:00:00,1.08311
03-08-2015 21:00:00,1.08528
03-09-2015 21:00:00,1.06799
03-10-2015 21:00:00,1.05448
03-11-2015 21:00:00,1.06246
03-12-2015 21:00:00,1.04963
03-14-2015 21:00:00,1.04867
03-15-2015 21:00:00,1.05655
03-16-2015 21:00:00,1.05968
03-17-2015 21:00:00,1.08672
03-18-2015 21:00:00,1.06587
03-19-2015 21:00:00,1.08211
03-22-2015 21:00:00,1.09459
03-23-2015 21:00:00,1.09254
03-24-2015 21:00:00,1.09698
03-25-2015 21:00:00,1.08842
03-26-2015 21:00:00,1.08896
03-29-2015 21:00:00,1.08337
03-30-2015 21:00:00,1.07351
03-31-2015 21:00:00,1.07628
04-01-2015 21:00:00,1.08796
04-02-2015 21:00:00,1.09659
04-05-2015 21:00:00,1.09229
04-06-2015 21:00:00,1.08141
04-07-2015 21:00:00,1.07804
04-08-2015 21:00:00,1.06589
04-09-2015 21:00:00,1.06017
04-12-2015 21:00:00,1.05657
04-13-2015 21:00:00,1.06543
04-14-2015 21:00:00,1.06832
04-15-2015 21:00:00,1.07614
04-16-2015 21:00:00,1.08049
04-19-2015 21:00:00,1.0737
04-20-2015 21:00:00,1.07355
04-21-2015 21:00:00,1.07243
04-22-2015 21:00:00,1.08239
04-23-2015 21:00:00,1.08733
04-26-2015 21:00:00,1.08887
04-27-2015 21:00:00,1.09816
04-28-2015 21:00:00,1.11264
04-29-2015 21:00:00,1.12226
04-30-2015 21:00:00,1.11959
05-03-2015 21:00:00,1.11494
05-04-2015 21:00:00,1.1185
05-05-2015 21:00:00,1.13469
05-06-2015 21:00:00,1.12657
05-07-2015 21:00:00,1.12114
05-10-2015 21:00:00,1.11548
05-11-2015 21:00:00,1.12136
05-12-2015 21:00:00,1.13543
05-13-2015 21:00:00,1.14096
05-14-2015 21:00:00,1.14468
05-17-2015 21:00:00,1.13142
05-18-2015 21:00:00,1.11493
05-19-2015 21:00:00,1.10973
05-20-2015 21:00:00,1.1112
05-21-2015 21:00:00,1.10106
05-24-2015 21:00:00,1.09772
05-25-2015 21:00:00,1.08743
05-26-2015 21:00:00,1.09039
05-27-2015 21:00:00,1.09465
05-28-2015 21:00:00,1.09921
05-31-2015 21:00:00,1.09251
06-01-2015 21:00:00,1.11512
06-02-2015 21:00:00,1.12754
06-03-2015 21:00:00,1.12382
06-04-2015 21:00:00,1.11139
06-07-2015 21:00:00,1.12918
06-08-2015 21:00:00,1.12808
06-09-2015 21:00:00,1.13235
06-10-2015 21:00:00,1.12575
06-11-2015 21:00:00,1.12656
06-14-2015 21:00:00,1.12837
06-15-2015 21:00:00,1.12492
06-16-2015 21:00:00,1.13392
06-17-2015 21:00:00,1.13666
06-18-2015 21:00:00,1.13486
06-21-2015 21:00:00,1.13408
06-22-2015 21:00:00,1.11678
06-23-2015 21:00:00,1.12053
06-24-2015 21:00:00,1.12061
06-25-2015 21:00:00,1.11634
06-28-2015 21:00:00,1.12368
06-29-2015 21:00:00,1.11356
06-30-2015 21:00:00,1.1053
07-01-2015 21:00:00,1.10836
07-02-2015 21:00:00,1.11146
07-05-2015 21:00:00,1.10561
07-06-2015 21:00:00,1.10114
07-07-2015 21:00:00,1.10769
07-08-2015 21:00:00,1.1037
07-09-2015 21:00:00,1.1155
07-12-2015 21:00:00,1.1006
07-13-2015 21:00:00,1.10087
07-14-2015 21:00:00,1.09471
07-15-2015 21:00:00,1.08753
07-16-2015 21:00:00,1.0829
07-19-2015 21:00:00,1.08253
07-20-2015 21:00:00,1.09374
07-21-2015 21:00:00,1.09289
07-22-2015 21:00:00,1.09843
07-23-2015 21:00:00,1.09776
07-26-2015 21:00:00,1.10893
07-27-2015 21:00:00,1.10604
07-28-2015 21:00:00,1.09853
07-29-2015 21:00:00,1.09306
07-30-2015 21:00:00,1.09843
08-02-2015 21:00:00,1.09505
08-03-2015 21:00:00,1.08809
08-04-2015 21:00:00,1.09058
08-05-2015 21:00:00,1.09246
08-06-2015 21:00:00,1.09648
08-09-2015 21:00:00,1.10173
08-10-2015 21:00:00,1.10426
08-11-2015 21:00:00,1.11608
08-12-2015 21:00:00,1.11504
08-13-2015 21:00:00,1.11106
08-16-2015 21:00:00,1.10761
08-17-2015 21:00:00,1.10268
08-18-2015 21:00:00,1.11208
08-19-2015 21:00:00,1.12407
08-20-2015 21:00:00,1.13887
08-23-2015 21:00:00,1.16218
08-24-2015 21:00:00,1.15152
08-25-2015 21:00:00,1.13135
08-26-2015 21:00:00,1.12445
08-27-2015 21:00:00,1.11805
08-30-2015 21:00:00,1.1212
08-31-2015 21:00:00,1.13158
09-01-2015 21:00:00,1.12279
09-02-2015 21:00:00,1.11233
09-03-2015 21:00:00,1.1145
09-06-2015 21:00:00,1.11708
09-07-2015 21:00:00,1.12029
09-08-2015 21:00:00,1.12074
09-09-2015 21:00:00,1.12793
09-10-2015 21:00:00,1.13355
09-13-2015 21:00:00,1.13156
09-14-2015 21:00:00,1.12691
09-15-2015 21:00:00,1.12922
09-16-2015 21:00:00,1.14347
09-17-2015 21:00:00,1.1299
09-20-2015 21:00:00,1.11888
09-21-2015 21:00:00,1.11325
09-22-2015 21:00:00,1.11835
09-23-2015 21:00:00,1.12308
09-24-2015 21:00:00,1.11969
09-27-2015 21:00:00,1.12443
09-28-2015 21:00:00,1.12497
09-29-2015 21:00:00,1.11768
09-30-2015 21:00:00,1.11932
10-01-2015 21:00:00,1.12098
10-04-2015 21:00:00,1.11896
10-05-2015 21:00:00,1.12709
10-06-2015 21:00:00,1.12373
10-07-2015 21:00:00,1.12756
10-08-2015 21:00:00,1.13585
10-11-2015 21:00:00,1.13616
10-12-2015 21:00:00,1.13784
10-13-2015 21:00:00,1.14728
10-14-2015 21:00:00,1.13809
10-15-2015 21:00:00,1.13482
10-18-2015 21:00:00,1.13282
10-19-2015 21:00:00,1.13456
10-20-2015 21:00:00,1.13386
10-21-2015 21:00:00,1.11091
10-22-2015 21:00:00,1.10171
10-25-2015 21:00:00,1.10588
10-26-2015 21:00:00,1.10446
10-27-2015 21:00:00,1.0924
10-28-2015 21:00:00,1.09794
10-29-2015 21:00:00,1.10072
10-31-2015 21:00:00,1.10348
11-01-2015 22:00:00,1.10155
11-02-2015 22:00:00,1.09652
11-03-2015 22:00:00,1.08652
11-04-2015 22:00:00,1.08837
11-05-2015 22:00:00,1.07444
11-07-2015 22:00:00,1.07222
11-08-2015 22:00:00,1.07494
11-09-2015 22:00:00,1.07243
11-10-2015 22:00:00,1.0742
11-11-2015 22:00:00,1.08143
11-12-2015 22:00:00,1.077
11-15-2015 22:00:00,1.06863
11-16-2015 22:00:00,1.0644
11-17-2015 22:00:00,1.06582
11-18-2015 22:00:00,1.07336
11-19-2015 22:00:00,1.06468
11-22-2015 22:00:00,1.06363
11-23-2015 22:00:00,1.06435
11-24-2015 22:00:00,1.06233
11-25-2015 22:00:00,1.06093
11-26-2015 22:00:00,1.05929
11-29-2015 22:00:00,1.05647
11-30-2015 22:00:00,1.06326
12-01-2015 22:00:00,1.0615
12-02-2015 22:00:00,1.09391
12-03-2015 22:00:00,1.08791
12-06-2015 22:00:00,1.08372
12-07-2015 22:00:00,1.0892
12-08-2015 22:00:00,1.10252
12-09-2015 22:00:00,1.09409
12-10-2015 22:00:00,1.09932
12-13-2015 22:00:00,1.09946
12-14-2015 22:00:00,1.09284
12-15-2015 22:00:00,1.09121
12-16-2015 22:00:00,1.08259
12-17-2015 22:00:00,1.0868
12-20-2015 22:00:00,1.09141
12-21-2015 22:00:00,1.09566
12-22-2015 22:00:00,1.09094
12-23-2015 22:00:00,1.09608
12-24-2015 22:00:00,1.096
12-27-2015 22:00:00,1.09692
12-28-2015 22:00:00,1.09203
12-29-2015 22:00:00,1.09311
12-30-2015 22:00:00,1.08551
01-03-2016 22:00:00,1.08323
01-04-2016 22:00:00,1.07481
01-05-2016 22:00:00,1.07802
01-06-2016 22:00:00,1.09284
01-07-2016 22:00:00,1.0925
01-10-2016 22:00:00,1.0859
01-11-2016 22:00:00,1.08578
01-12-2016 22:00:00,1.08755
01-13-2016 22:00:00,1.08657
01-14-2016 22:00:00,1.09119
01-17-2016 22:00:00,1.08943
01-18-2016 22:00:00,1.09073
01-19-2016 22:00:00,1.08922
01-20-2016 22:00:00,1.08754
01-21-2016 22:00:00,1.07969
01-24-2016 22:00:00,1.08491
01-25-2016 22:00:00,1.08681
01-26-2016 22:00:00,1.08927
01-27-2016 22:00:00,1.09406
01-28-2016 22:00:00,1.08299
01-31-2016 22:00:00,1.08888
02-01-2016 22:00:00,1.09168
02-02-2016 22:00:00,1.11048
02-03-2016 22:00:00,1.12101
02-04-2016 22:00:00,1.11572
02-07-2016 22:00:00,1.11932
02-08-2016 22:00:00,1.12929
02-09-2016 22:00:00,1.12935
02-10-2016 22:00:00,1.13203
02-11-2016 22:00:00,1.12559
02-14-2016 22:00:00,1.11545
02-15-2016 22:00:00,1.1144
02-16-2016 22:00:00,1.11272
02-17-2016 22:00:00,1.1106
02-18-2016 22:00:00,1.11297
02-21-2016 22:00:00,1.10295
02-22-2016 22:00:00,1.10185
02-23-2016 22:00:00,1.1013
02-24-2016 22:00:00,1.10184
02-25-2016 22:00:00,1.09297
02-28-2016 22:00:00,1.08734
02-29-2016 22:00:00,1.08672
03-01-2016 22:00:00,1.0868
03-02-2016 22:00:00,1.0956
03-03-2016 22:00:00,1.10065
03-06-2016 22:00:00,1.10138
03-07-2016 22:00:00,1.10105
03-08-2016 22:00:00,1.09998
03-09-2016 22:00:00,1.11793
03-10-2016 22:00:00,1.11471
03-13-2016 21:00:00,1.11024
03-14-2016 21:00:00,1.11098
03-15-2016 21:00:00,1.12239
03-16-2016 21:00:00,1.13183
03-17-2016 21:00:00,1.12698
03-20-2016 21:00:00,1.12409
03-21-2016 21:00:00,1.12163
03-22-2016 21:00:00,1.11813
03-23-2016 21:00:00,1.11749
03-24-2016 21:00:00,1.11628
03-27-2016 21:00:00,1.1196
03-28-2016 21:00:00,1.12914
03-29-2016 21:00:00,1.1339
03-30-2016 21:00:00,1.13793
03-31-2016 21:00:00,1.13912
04-03-2016 21:00:00,1.13888
04-04-2016 21:00:00,1.13835
04-05-2016 21:00:00,1.13983
04-06-2016 21:00:00,1.1379
04-07-2016 21:00:00,1.13943
04-10-2016 21:00:00,1.14102
04-11-2016 21:00:00,1.13842
04-12-2016 21:00:00,1.1274
04-13-2016 21:00:00,1.12653
04-14-2016 21:00:00,1.12824
04-17-2016 21:00:00,1.13125
04-18-2016 21:00:00,1.13569
04-19-2016 21:00:00,1.12969
04-20-2016 21:00:00,1.12861
04-21-2016 21:00:00,1.12226
04-24-2016 21:00:00,1.12691
04-25-2016 21:00:00,1.13012
04-26-2016 21:00:00,1.13224
04-27-2016 21:00:00,1.13525
04-28-2016 21:00:00,1.14465
05-01-2016 21:00:00,1.15338
05-02-2016 21:00:00,1.14962
05-03-2016 21:00:00,1.1486
05-04-2016 21:00:00,1.14055
05-05-2016 21:00:00,1.14034
05-08-2016 21:00:00,1.13816
05-09-2016 21:00:00,1.13721
05-10-2016 21:00:00,1.14262
05-11-2016 21:00:00,1.13772
05-12-2016 21:00:00,1.13063
05-15-2016 21:00:00,1.13196
05-16-2016 21:00:00,1.13124
05-17-2016 21:00:00,1.12159
05-18-2016 21:00:00,1.12025
05-19-2016 21:00:00,1.12229
05-22-2016 21:00:00,1.12204
05-23-2016 21:00:00,1.11402
05-24-2016 21:00:00,1.11546
05-25-2016 21:00:00,1.11932
05-26-2016 21:00:00,1.11128
05-29-2016 21:00:00,1.11384
05-30-2016 21:00:00,1.11313
05-31-2016 21:00:00,1.11874
06-01-2016 21:00:00,1.11511
06-02-2016 21:00:00,1.13662
06-05-2016 21:00:00,1.13547
06-06-2016 21:00:00,1.13589
06-07-2016 21:00:00,1.13944
06-08-2016 21:00:00,1.13158
06-09-2016 21:00:00,1.1252
06-12-2016 21:00:00,1.12922
06-13-2016 21:00:00,1.12058
06-14-2016 21:00:00,1.12605
06-15-2016 21:00:00,1.12254
06-16-2016 21:00:00,1.1274
06-19-2016 21:00:00,1.13124
06-20-2016 21:00:00,1.12446
06-21-2016 21:00:00,1.12974
06-22-2016 21:00:00,1.1387
06-23-2016 21:00:00,1.1091
06-26-2016 21:00:00,1.10236
06-27-2016 21:00:00,1.10651
06-28-2016 21:00:00,1.11242
06-29-2016 21:00:00,1.11055
06-30-2016 21:00:00,1.11388
07-03-2016 21:00:00,1.11533
07-04-2016 21:00:00,1.10753
07-05-2016 21:00:00,1.10993
07-06-2016 21:00:00,1.10619
07-07-2016 21:00:00,1.1051
07-10-2016 21:00:00,1.10573
07-11-2016 21:00:00,1.10614
07-12-2016 21:00:00,1.10885
07-13-2016 21:00:00,1.11196
07-14-2016 21:00:00,1.10331
07-17-2016 21:00:00,1.1075
07-18-2016 21:00:00,1.1021
07-19-2016 21:00:00,1.10148
07-20-2016 21:00:00,1.10258
07-21-2016 21:00:00,1.09762
07-24-2016 21:00:00,1.09942
07-25-2016 21:00:00,1.0986
07-26-2016 21:00:00,1.10594
07-27-2016 21:00:00,1.10762
07-28-2016 21:00:00,1.11753
07-31-2016 21:00:00,1.1163
08-01-2016 21:00:00,1.12251
08-02-2016 21:00:00,1.11501
08-03-2016 21:00:00,1.11294
08-04-2016 21:00:00,1.10878
08-07-2016 21:00:00,1.1088
08-08-2016 21:00:00,1.11177
08-09-2016 21:00:00,1.11758
08-10-2016 21:00:00,1.11374
08-11-2016 21:00:00,1.11637
08-14-2016 21:00:00,1.11829
08-15-2016 21:00:00,1.12779
08-16-2016 21:00:00,1.12909
08-17-2016 21:00:00,1.13548
08-18-2016 21:00:00,1.13233
08-21-2016 21:00:00,1.13219
08-22-2016 21:00:00,1.13066
08-23-2016 21:00:00,1.12635
08-24-2016 21:00:00,1.12851
08-25-2016 21:00:00,1.1195
08-28-2016 21:00:00,1.11895
08-29-2016 21:00:00,1.11426
08-30-2016 21:00:00,1.11575
08-31-2016 21:00:00,1.11966
09-01-2016 21:00:00,1.11554
09-04-2016 21:00:00,1.11481
09-05-2016 21:00:00,1.12563
09-06-2016 21:00:00,1.12392
09-07-2016 21:00:00,1.12612
09-08-2016 21:00:00,1.12323
09-11-2016 21:00:00,1.12352
09-12-2016 21:00:00,1.12188
09-13-2016 21:00:00,1.12496
09-14-2016 21:00:00,1.12431
09-15-2016 21:00:00,1.11567
09-18-2016 21:00:00,1.11738
09-19-2016 21:00:00,1.11504
09-20-2016 21:00:00,1.1191
09-21-2016 21:00:00,1.12081
09-22-2016 21:00:00,1.12252
09-25-2016 21:00:00,1.12527
09-26-2016 21:00:00,1.12161
09-27-2016 21:00:00,1.12173
09-28-2016 21:00:00,1.12229
09-29-2016 21:00:00,1.12413
10-02-2016 21:00:00,1.12111
10-03-2016 21:00:00,1.12036
10-04-2016 21:00:00,1.12052
10-05-2016 21:00:00,1.11527
10-06-2016 21:00:00,1.12019
10-09-2016 21:00:00,1.11391
10-10-2016 21:00:00,1.10536
10-11-2016 21:00:00,1.10063
10-12-2016 21:00:00,1.10568
10-13-2016 21:00:00,1.09713
10-16-2016 21:00:00,1.09991
10-17-2016 21:00:00,1.09798
10-18-2016 21:00:00,1.09739
10-19-2016 21:00:00,1.09289
10-20-2016 21:00:00,1.08848
10-23-2016 21:00:00,1.08815
10-24-2016 21:00:00,1.08884
10-25-2016 21:00:00,1.09079
10-26-2016 21:00:00,1.0896
10-27-2016 21:00:00,1.09865
10-30-2016 21:00:00,1.09807
10-31-2016 21:00:00,1.10559
11-01-2016 21:00:00,1.10977
11-02-2016 21:00:00,1.11057
11-03-2016 21:00:00,1.1141
11-05-2016 21:00:00,1.1055
11-06-2016 22:00:00,1.10402
11-07-2016 22:00:00,1.1026
11-08-2016 22:00:00,1.09093
11-09-2016 22:00:00,1.08936
11-10-2016 22:00:00,1.08549
11-13-2016 22:00:00,1.07388
11-14-2016 22:00:00,1.07215
11-15-2016 22:00:00,1.0691
11-16-2016 22:00:00,1.06239
11-17-2016 22:00:00,1.0589
11-20-2016 22:00:00,1.06283
11-21-2016 22:00:00,1.0628
11-22-2016 22:00:00,1.05511
11-23-2016 22:00:00,1.05519
11-24-2016 22:00:00,1.05881
11-27-2016 22:00:00,1.0613
11-28-2016 22:00:00,1.06491
11-29-2016 22:00:00,1.05876
11-30-2016 22:00:00,1.06611
12-01-2016 22:00:00,1.06645
12-04-2016 22:00:00,1.07641
12-05-2016 22:00:00,1.07171
12-06-2016 22:00:00,1.07519
12-07-2016 22:00:00,1.06142
12-08-2016 22:00:00,1.05578
12-11-2016 22:00:00,1.06348
12-12-2016 22:00:00,1.06256
12-13-2016 22:00:00,1.05333
12-14-2016 22:00:00,1.04131
12-15-2016 22:00:00,1.04485
12-18-2016 22:00:00,1.04031
12-19-2016 22:00:00,1.03891
12-20-2016 22:00:00,1.04228
12-21-2016 22:00:00,1.04379
12-22-2016 22:00:00,1.04528
12-25-2016 22:00:00,1.04526
12-26-2016 22:00:00,1.0457
12-27-2016 22:00:00,1.04114
